model,epoch,average_loss,accuracy,correct_data,total_data,distance
36,138,0.08891857243095985,97.48484848484848,9651,9900,1.3031344278483943
58,138,0.14451382801990317,96.36363636363636,9540,9900,1.3205682630939017
71,138,0.0672514064534746,98.26262626262626,9728,9900,1.3548260135081394
global,138,0.08222016662359238,97.71717171717171,9674,9900
13,139,0.05252614420848061,98.64646464646465,9766,9900,1.3167888866307862
36,139,0.02154023808050863,99.34343434343434,9835,9900,1.3200310401445832
58,139,0.08708903442729603,97.77777777777777,9680,9900,1.2531676687077713
71,139,0.04697728003817375,98.77777777777777,9779,9900,1.367355467151424
global,139,0.08020992902493236,97.82828282828284,9685,9900
13,140,0.015671033080328595,99.51515151515152,9852,9900,1.2894014317534888
36,140,0.022669916895378117,99.36363636363636,9837,9900,1.3369418378888605
58,140,0.047068850716218504,98.74747474747475,9776,9900,1.362929071882877
71,140,0.034774790656084964,99.14141414141415,9815,9900,1.3501939846116717
global,140,0.07127700680735136,98.1010101010101,9712,9900
13,141,0.05122092710826734,98.66666666666667,9768,9900,1.2136580393689829
36,141,0.02665383584533978,99.35353535353535,9836,9900,1.286253579508228
58,141,0.12147106471085789,96.82828282828282,9586,9900,1.2417861962016756
71,141,0.02799381877135749,99.28282828282829,9829,9900,1.3714563917207812
global,141,0.06699326594068547,98.26262626262626,9728,9900
13,142,0.06485953153383853,98.31313131313131,9733,9900,1.2543936284330393
36,142,0.04732080278748816,98.87878787878788,9789,9900,1.337772024424979
58,142,0.22346413215001423,93.98989898989899,9305,9900,1.2817891079952206
71,142,0.04985407327160691,98.5959595959596,9761,9900,1.3399487334735618
global,142,0.06934548204595392,98.18181818181819,9720,9900
13,143,0.02204954786433114,99.4040404040404,9841,9900,1.217331133730455
36,143,0.038829856928851866,98.91919191919192,9793,9900,1.3190122894946625
58,143,0.11868335495693515,96.97979797979798,9601,9900,1.304734691748616
71,143,0.02704194714776193,99.33333333333333,9834,9900,1.250966318462277
global,143,0.0689301728058343,98.21212121212122,9723,9900
13,144,0.07776428906604498,97.91919191919192,9694,9900,1.2368052256576172
36,144,0.09260653944629611,97.6161616161616,9664,9900,1.3580783052663674
58,144,0.05103660354898735,98.56565656565657,9758,9900,1.2845289096363177
71,144,0.04175075510460319,98.95959595959596,9797,9900,1.3165833215450118
global,144,0.06799775735597417,98.20202020202021,9722,9900
13,145,0.027324605984519225,99.25252525252525,9826,9900,1.2478884027726742
36,145,0.044284422206457216,98.84848484848486,9786,9900,1.3078378344489525
58,145,0.14762777531086796,96.31313131313132,9535,9900,1.26457632440995
71,145,0.04486424635907616,98.79797979797979,9781,9900,1.3415244546396612
global,145,0.06817222284247176,98.20202020202021,9722,9900
13,146,0.016350882472940767,99.54545454545455,9855,9900,1.2603020523966255
36,146,0.04407683029770851,98.86868686868688,9788,9900,1.282623113482294
